w,w_part_of_speech,w_romaji,w_meaning,s_kanji,s_hiragana,s_romaji,s_meaning
仕方,shikata,Noun,"way, method",日本 の 挨拶 の 仕方 を 教えて ください 。,にほん の あいさつ の しかた を おしえて ください。,nihon no aisatsu no shikata wo oshiete kudasai.,Please teach me how to greet people in Japanese.
絵,e,Noun,"picture, painting",これ は 有名な 画家 の 絵 です 。,これ は ゆうめいな がか の え です。,kore ha yuumeina gaka no e desu.,This is a painting by a famous artist.
絵,e,Noun,"picture, painting",この 絵 は 美しい です 。,この え は うつくしい です。,kono e ha utsukushii desu.,This picture is beautiful.
気温,kion,Noun,air temperature,今日 の 気温 は 26 度 です 。,きょう の きおん は 26 ど です。,kyou no kion ha 26 do desu.,Today's temperature is 26 degrees.
気温,kion,Noun,air temperature,現在 の 気温 は 30 度 です 。,げんざい の きおん は 30 ど です。,genzai no kion ha 30 do desu.,The current temperature is 30 degrees.
品物,shinamono,Noun,"article, goods",その 店 は いろいろな 品物 を 売って いる 。,その みせ は いろいろな しなもの を うって いる。,sono mise ha iroirona shinamono wo utte iru.,The shop sells a lot of products.
品物,shinamono,Noun,"article, goods",先週 送った 品物 が 届いて いません 。,せんしゅう おくった しなもの が とどいて いません。,senshuu okutta shinamono ga todoite imasen.,The goods we sent last week haven't arrived yet.
吸う,suu,Verb,"inhale, suck",彼 は 大きく 息 を 吸った 。,かれ は おおきく いき を すった。,kare ha ookiku iki wo sutta.,He took a deep breath.
吸う,suu,Verb,"inhale, suck",彼 は たばこ を 吸いません 。,かれ は たばこ を すいません。,kare ha tabako wo suimasen.,He doesn't smoke.
案内,annai,Verbal Noun,"guide, guidance",私 が 中 を ご案内 します。,わたし が なか を ごあんない します。,watashi ga naka wo goannai shimasu.,I'll show you around inside.
案内,annai,Verbal Noun,"guide, guidance",友達 が 東京 を 案内 して くれました 。,ともだち が とうきょう を あんない して くれました。,tomodachi ga toukyou wo annai shite kuremashita.,My friend showed me around Tokyo.
スキー,suki-,Noun,"ski, skiing",冬 は よく スキー に 行きます 。,ふゆ は よく すきー に いきます。,fuyu ha yoku suki- ni ikimasu.,We go skiing a lot in winter.
スキー,suki-,Noun,"ski, skiing",スキー で 膝 を 怪我 しました 。,すきー で ひざ を けが しました 。,suki- de hiza wo kega shimashita .,I injured my knee while skiing.
金持ち,kanemochi,Noun,wealthy person,彼 は 金持ち です 。,かれ は かねもち です。,kare ha kanemochi desu.,He's rich.
金持ち,kanemochi,Noun,wealthy person,私 は もっと お金持ち の 家 に 生まれたかった 。,わたし は もっと おかねもち の いえ に うまれたかった。,watashi ha motto okanemochi no ie ni umaretakatta.,I wanted to be born in a wealthier family.
尋ねる,tazuneru,Verb,"inquire, ask",彼女 は 道 を 尋ねた 。,かのじょ は みち を たずねた。,kanojo ha michi wo tazuneta.,She asked for directions.
尋ねる,tazuneru,Verb,"inquire, ask",先生 は 、 みんな の 意見 を 尋ねました 。,せんせい は、みんな の いけん を たずねました。,"sensei ha,minna no iken wo tazunemashita.",The teacher asked everyone for their opinion.
叩く,tataku,Verb,"tap, hit",彼 は 子供 の おしり を 叩いた 。,かれ は こども の おしり を たたいた。,kare ha kodomo no oshiri wo tataita.,He slapped his child on his bottom.
叩く,tataku,Verb,"tap, hit",知らない 人 に 肩 を 叩かれました 。,しらない ひと に かた を たたかれました。,shiranai hito ni kata wo tatakaremashita.,A stranger tapped my shoulder.
帰り,kaeri,Noun,"return, going home",仕事 の 帰り に ビール を 飲んだ 。,しごと の かえり に びーる を のんだ。,shigoto no kaeri ni bi-ru wo nonda.,I had a beer on the way home from work.
帰り,kaeri,Noun,"return, going home",帰り に 叔母 の 家 に 寄ります 。,かえり に おば の いえ に よります。,kaeri ni oba no ie ni yorimasu.,I'll drop in at my aunt's house on the way home.
卵,tamago,Noun,egg,ニワトリ は 卵 を 産みます 。,にわとり は たまご を うみます。,niwatori ha tamago wo umimasu.,Chickens lay eggs.
卵,tamago,Noun,egg,この オムレツ に 卵 を 三つ 使いました 。,この おむれつ に たまご を みっつ つかいました。,kono omuretsu ni tamago wo mittsu tsukaimashita.,I used three eggs for this omelette.
氷,koori,Noun,ice,グラス に 氷 を 入れて ください 。,ぐらす に こおり を いれて ください。,gurasu ni koori wo irete kudasai.,Please put some ice in my glass.
氷,koori,Noun,ice,アイス コーヒー を 氷 なし で お願い します 。,あいす こーひー を こおり なし で おねがい します。,aisu ko-hi- wo koori nashi de onegai shimasu.,I'll have iced coffee without ice.
留学生,ryuugakusei,Noun,student studying abroad,彼 は 留学生 です 。,かれ は りゅうがくせい です。,kare ha ryuugakusei desu.,He's an international student.
留学生,ryuugakusei,Noun,student studying abroad,私 の 学校 に アメリカ から 留学生 が 来ます 。,わたし の がっこう に あめりか から りゅうがくせい が きます。,watashi no gakkou ni amerika kara ryuugakusei ga kimasu.,A foreign student from America is coming to my school.
ソフト,sofuto,Noun,"software, program (for short)",この ソフト で 日本 語 を 勉強 する こと が できます。,この そふと で にほん ご を べんきょう する こと が できます。,kono sofuto de nihon go wo benkyou suru koto ga dekimasu.,You can study Japanese with this software.
ソフト,sofuto,Noun,"software, program (for short)",この ソフト に は いろいろな 機能 が あります。,この そふと に は いろいろな きのう が あります。,kono sofuto ni ha iroirona kinou ga arimasu.,This software has a variety of features.
歯医者,haisha,Noun,dentist,私 は 歯医者 が 嫌い です 。,わたし は はいしゃ が きらい です。,watashi ha haisha ga kirai desu.,I hate the dentist.
歯医者,haisha,Noun,dentist,歯 が 痛い ので 歯医者 に 行きました 。,は が いたい ので はいしゃ に いきました。,ha ga itai node haisha ni ikimashita.,"I have a toothache, so I went to the dentist."
蹴る,keru,Verb,kick,ゴールキーパー が ボール を 蹴った 。,ごーるきーぱー が ぼーる を けった。,go-ruki-pa- ga bo-ru wo ketta.,The goalkeeper kicked the ball.
蹴る,keru,Verb,kick,飛行機 で 前 の 席 を 蹴らないで ください 。,ひこうき で まえ の せき を けらないで ください。,hikouki de mae no seki wo keranaide kudasai.,Please don't kick the seat in front of you on the plane.
敷く,shiku,Verb,"lay, spread",生まれて 初めて 布団 を 敷いた 。,うまれて はじめて ふとん を しいた。,umarete hajimete futon wo shiita.,I laid out the futon for the first time in my life.
敷く,shiku,Verb,"lay, spread",彼 は 部屋 に もう 1 枚 カーペット を 敷きました 。,かれ は へや に もう 1 まい かーぺっと を しきました。,kare ha heya ni mou 1 mai ka-petto wo shikimashita.,He laid another carpet (on the floor of) the room.
ひととき,hitotoki,Noun,"some moments, a while",楽しい ひととき を お過ごし ください 。,たのしい ひととき を おすごし ください 。,tanoshii hitotoki wo osugoshi kudasai .,Please have a good time.
ひととき,hitotoki,Noun,"some moments, a while",私 は 、 ディズニーランド で 夢 の ような ひととき を 過ごしました 。,わたし は、でぃずにーらんど で ゆめ の ような ひととき を すごしました。,"watashi ha,dizuni-rando de yume no youna hitotoki wo sugoshimashita.",I spent dream-like moments in Disney Land.
交通事故,koutsuujiko,Noun,traffic accident,彼 は 交通 事故 を 起こした。,かれ は こうつう じこ を おこした。,kare ha koutsuu jiko wo okoshita.,He caused a traffic accident.
交通事故,koutsuujiko,Noun,traffic accident,今日 の 交通 事故 は ゼロ です。,きょう の こうつう じこ は ぜろ です。,kyou no koutsuu jiko ha zero desu.,There were no traffic accidents today.
遭う,au,Verb,"encounter, get caught in",彼 は 交通 事故 に 遭った。,かれ は こうつう じこ に あった。,kare ha koutsuu jiko ni atta.,He had a traffic accident.
遭う,au,Verb,"encounter, get caught in",兄 と 喧嘩 して 、 痛い 目 に 遭いました 。,あに と けんか して、いたい め に あいました。,"ani to kenka shite,itai me ni aimashita.",I had a fight with my older brother and ended up in pain.
招待,shoutai,Verbal Noun,invitation,高校 の とき の 先生 を 結婚 式 に 招待 した 。,こうこう の とき の せんせい を けっこん しき に しょうたい した。,koukou no toki no sensei wo kekkon shiki ni shoutai shita.,I invited my high school teacher to the wedding.
招待,shoutai,Verbal Noun,invitation,ご招待 、 ありがとう ございます 。,ごしょうたい、ありがとう ございます。,"goshoutai,arigatou gozaimasu.",Thank you for the invitation.
咲く,saku,Verb,"bloom, blossom",桜 の 花 が 咲きました 。,さくら の はな が さきました。,sakura no hana ga sakimashita.,Cherry blossoms have bloomed.
咲く,saku,Verb,"bloom, blossom",小さい 花 が 咲いて います 。,ちいさい はな が さいて います。,chiisai hana ga saite imasu.,Small flowers are blooming.
二十歳,hatachi,Noun,20 years old,妹 は 来年 、 二十歳 に なります 。,いもうと は らいねん、はたち に なります。,"imouto ha rainen,hatachi ni narimasu.",My little sister will be 20 next year.
二十歳,hatachi,Noun,20 years old,日本 で は 二十歳 から お酒 を 飲めます 。,にほん で は はたち から おさけ を のめます。,nihon de ha hatachi kara osake wo nomemasu.,"In Japan, people can drink alcohol after the age of twenty."
銀,gin,Noun,silver,彼 は 銀 メダル を 取った 。,かれ は ぎん めだる を とった。,kare ha gin medaru wo totta.,He got the silver medal.
銀,gin,Noun,silver,娘 に 銀 の ブレスレット を 買いました 。,むすめ に ぎん の ぶれすれっと を かいました。,musume ni gin no buresuretto wo kaimashita.,I bought a silver bracelet for my daughter.
内側,uchigawa,Noun,"inside, interior",白線 の 内側 に 下がって ください 。,はくせん の うちがわ に さがって ください。,hakusen no uchigawa ni sagatte kudasai.,Please step back behind the white line.
